time,current
396.08445143699646,40.00
397.18326210975647,43.00
398.1806857585907,43.00
399.31095480918884,42.00
400.28380012512207,42.00
401.38063192367554,42.00
402.38216853141785,39.00
403.3825578689575,41.00
404.4826910495758,42.00
405.4833822250366,43.00
406.58490085601807,41.00
407.58433651924133,42.00
408.68255734443665,40.00
409.68100595474243,42.00
410.78284907341003,40.00
411.8132874965668,41.00
412.81097078323364,41.00
413.91297817230225,43.00
414.88202452659607,42.00
415.98188996315,41.00
417.1135604381561,40.00
418.0811290740967,41.00
419.08159589767456,40.00
420.1802308559418,43.00
421.1804451942444,42.00
422.28288197517395,44.00
423.2818386554718,43.50
424.2841601371765,42.00
425.3798794746399,41.00
426.38319420814514,39.00
427.5132563114166,42.00
428.4828941822052,41.50
429.5816810131073,43.00
430.5822505950928,41.00
431.682719707489,40.00
432.6854794025421,40.00
433.7114725112915,41.50
434.78322982788086,40.00
435.7814750671387,40.00
436.8811044692993,40.00
437.9836394786835,39.00
438.9827172756195,41.00
439.9837374687195,41.00
441.08364152908325,41.00
442.08135747909546,41.00
443.08230566978455,40.50
444.1834547519684,39.00
445.28180503845215,39.00
446.2816712856293,41.00
447.3817603588104,39.00
448.3825490474701,40.50
449.3815574645996,40.00
450.4813702106476,43.00
451.51504349708557,41.00
452.58300042152405,44.00
453.5838420391083,41.00
454.58515763282776,40.00
455.71364855766296,41.00
456.7810821533203,43.00
457.80053639411926,42.00
458.7825105190277,43.00
459.88404989242554,42.00
460.9133040904999,43.00
462.0102758407593,45.00
462.98075795173645,40.00
464.0820050239563,45.50
465.08327317237854,40.00
466.1819248199463,40.00
467.18012261390686,42.00
468.28691124916077,41.00
469.2833299636841,41.50
470.27995324134827,40.00
471.3824813365936,41.00
472.38482880592346,43.00
473.4828984737396,44.00
474.4839811325073,40.00
475.48013496398926,45.00
476.5815188884735,44.00
477.68222403526306,41.00
478.68232250213623,42.00
479.68056535720825,43.00
480.8126175403595,44.00
481.7810549736023,43.00
482.88135504722595,41.00
483.88259768486023,42.00
484.8820729255676,45.00
486.0136821269989,43.00
487.0803699493408,42.00
488.08291721343994,40.00
489.08471155166626,43.00
490.18205547332764,41.00
491.1821012496948,41.00
492.2831826210022,43.00
493.31559109687805,40.00
494.28267669677734,42.00
495.3802275657654,42.00
496.50826692581177,40.00
497.481547832489,42.00
498.58261489868164,40.00
499.5810658931732,40.50
500.61057782173157,39.00
501.68106055259705,39.00
502.71022057533264,42.00
503.7820222377777,42.00
504.78193616867065,42.00
505.7795853614807,42.00
506.88254833221436,40.00
507.9816598892212,39.00
508.98182129859924,39.00
